customer_id,month,snapshot_date,txn_count,txn_amount,app_logins,complaints,channel_atm,channel_mobile,channel_branch
15634602,1,2026-01-31,18,725.03,11,0,1,0,0
15634602,2,2026-02-28,11,655.07,9,1,0,1,0
15634602,3,2026-03-31,12,1307.4,3,1,1,1,0
15634602,4,2026-04-30,14,2044.64,7,0,0,1,1
15634602,5,2026-05-31,11,996.06,2,2,0,0,0
15634602,6,2026-06-30,5,175.31,3,0,0,0,0
15647311,1,2026-01-31,24,853.13,14,0,1,1,0
15647311,2,2026-02-28,17,578.44,10,1,0,0,0
15647311,3,2026-03-31,10,409.59,18,0,1,0,0
15647311,4,2026-04-30,24,2999.21,17,0,0,1,1
15647311,5,2026-05-31,23,1987.13,11,0,0,0,0
15647311,6,2026-06-30,18,1210.89,9,0,0,1,0
15619304,1,2026-01-31,11,1125.95,12,1,0,1,0
15619304,2,2026-02-28,5,549.11,7,0,1,0,0
15619304,3,2026-03-31,10,1143.74,14,0,0,0,0
15619304,4,2026-04-30,1,106.26,12,1,1,1,0
15619304,5,2026-05-31,7,362.03,21,2,0,1,0
15619304,6,2026-06-30,3,311.73,9,1,1,0,1
15701354,1,2026-01-31,8,1045.18,10,0,1,1,0
15701354,2,2026-02-28,5,743.54,8,1,1,0,0
15701354,3,2026-03-31,8,1002.52,12,1,1,0,1
15701354,4,2026-04-30,8,257.74,13,0,0,1,0
15701354,5,2026-05-31,1,126.94,10,0,1,1,0
15701354,6,2026-06-30,5,445.38,12,2,0,0,0
15737888,1,2026-01-31,17,396.03,14,0,0,1,0
15737888,2,2026-02-28,21,1184.22,13,0,0,1,0
15737888,3,2026-03-31,8,1049.68,14,0,0,1,0
15737888,4,2026-04-30,17,1701.03,13,0,1,1,1
15737888,5,2026-05-31,20,583.48,13,0,1,1,0
15737888,6,2026-06-30,20,1818.6,19,2,0,1,0
15574012,1,2026-01-31,9,1120.07,8,3,0,0,0
15574012,2,2026-02-28,12,1652.4,13,0,0,1,0
15574012,3,2026-03-31,7,777.88,6,0,1,0,1
15574012,4,2026-04-30,9,728.33,2,1,0,0,0
15574012,5,2026-05-31,6,815.09,8,1,1,1,0
15574012,6,2026-06-30,9,1320.04,6,3,1,1,1
15592531,1,2026-01-31,23,538.84,11,1,0,1,1
15592531,2,2026-02-28,18,999.77,16,0,0,0,0
15592531,3,2026-03-31,14,1404.99,10,1,1,1,1
15592531,4,2026-04-30,19,2545.33,11,0,1,1,0
15592531,5,2026-05-31,14,306.47,10,0,0,0,0
15592531,6,2026-06-30,18,1287.91,13,1,1,1,0
15656148,1,2026-01-31,5,198.74,6,0,0,0,0
15656148,2,2026-02-28,4,224.87,4,0,0,1,0
15656148,3,2026-03-31,8,351.9,7,0,1,0,0
15656148,4,2026-04-30,6,135.66,3,2,1,1,0
15656148,5,2026-05-31,6,623.82,4,0,0,1,0
15656148,6,2026-06-30,4,352.75,2,0,1,0,1
15792365,1,2026-01-31,15,1603.85,18,0,0,0,0
15792365,2,2026-02-28,16,1375.83,9,0,0,1,0
15792365,3,2026-03-31,18,481.27,10,0,1,1,1
15792365,4,2026-04-30,15,1782.44,13,0,0,0,1
15792365,5,2026-05-31,29,3335.37,19,0,1,1,1
15792365,6,2026-06-30,13,600.75,8,1,0,1,1
15592389,1,2026-01-31,17,1310.49,11,0,1,1,0
15592389,2,2026-02-28,24,2175.88,17,0,1,1,0
15592389,3,2026-03-31,13,1307.92,12,1,0,1,0
15592389,4,2026-04-30,16,550.11,16,0,1,1,0
15592389,5,2026-05-31,21,2170.33,14,0,0,1,1
15592389,6,2026-06-30,19,1521.15,19,0,0,1,0
15767821,1,2026-01-31,11,1539.17,14,0,1,1,0
15767821,2,2026-02-28,9,1332.26,16,2,0,1,0
15767821,3,2026-03-31,8,164.82,10,0,1,1,0
15767821,4,2026-04-30,12,590.38,11,0,0,1,1
15767821,5,2026-05-31,9,919.75,8,0,1,1,0
15767821,6,2026-06-30,7,173.26,12,0,1,1,0
15737173,1,2026-01-31,9,834.78,8,2,0,1,0
15737173,2,2026-02-28,12,282.27,9,1,0,0,0
15737173,3,2026-03-31,11,362.2,9,2,1,1,0
15737173,4,2026-04-30,15,466.74,9,0,0,1,1
15737173,5,2026-05-31,13,698.43,11,0,1,1,0
15737173,6,2026-06-30,9,1289.69,15,1,1,0,0
15632264,1,2026-01-31,10,535.25,8,0,1,1,0
15632264,2,2026-02-28,8,837.48,16,0,0,0,1
15632264,3,2026-03-31,11,1171.0,11,0,0,1,0
15632264,4,2026-04-30,5,259.48,11,0,1,1,0
15632264,5,2026-05-31,10,1417.88,15,0,0,1,0
15632264,6,2026-06-30,10,634.52,15,0,1,1,0
15691483,1,2026-01-31,9,1138.35,15,0,0,1,0
15691483,2,2026-02-28,15,2152.96,11,0,1,0,1
15691483,3,2026-03-31,11,1434.35,9,0,1,0,0
15691483,4,2026-04-30,7,973.09,10,2,1,0,0
15691483,5,2026-05-31,13,1267.7,9,0,1,1,0
15691483,6,2026-06-30,4,360.54,15,0,1,1,0
15600882,1,2026-01-31,18,2229.15,15,0,1,0,1
15600882,2,2026-02-28,22,1645.08,15,0,0,1,0
15600882,3,2026-03-31,14,312.53,11,0,1,0,0
15600882,4,2026-04-30,17,2427.86,12,0,1,1,1
15600882,5,2026-05-31,20,1732.99,9,0,0,0,0
15600882,6,2026-06-30,17,1878.21,8,0,0,1,0
15643966,1,2026-01-31,19,2547.33,9,3,1,1,0
15643966,2,2026-02-28,17,914.06,14,0,0,1,0
15643966,3,2026-03-31,23,1896.95,13,0,1,1,0
15643966,4,2026-04-30,20,2654.96,14,0,1,1,1
15643966,5,2026-05-31,24,3056.55,7,1,1,0,0
15643966,6,2026-06-30,20,2048.41,12,0,1,1,1
15737452,1,2026-01-31,6,574.09,9,0,1,0,1
15737452,2,2026-02-28,4,248.28,12,2,1,1,0
15737452,3,2026-03-31,10,1047.17,12,3,0,1,0
15737452,4,2026-04-30,5,618.41,3,1,1,1,0
15737452,5,2026-05-31,5,741.33,5,1,0,1,0
15737452,6,2026-06-30,5,230.1,4,1,0,0,1
15788218,1,2026-01-31,16,486.64,17,1,1,1,0
15788218,2,2026-02-28,11,573.36,10,1,0,1,0
15788218,3,2026-03-31,14,411.4,12,1,0,1,0
15788218,4,2026-04-30,23,1771.46,14,2,0,1,1
15788218,5,2026-05-31,14,1429.44,15,1,0,1,1
15788218,6,2026-06-30,18,2397.55,11,0,0,1,0
15661507,1,2026-01-31,19,2002.14,10,0,1,1,0
15661507,2,2026-02-28,4,350.28,10,0,0,1,0
15661507,3,2026-03-31,6,148.6,15,0,1,0,0
15661507,4,2026-04-30,14,483.69,9,0,1,1,0
15661507,5,2026-05-31,8,203.24,21,1,1,1,0
15661507,6,2026-06-30,10,381.55,14,1,0,1,0
15568982,1,2026-01-31,24,2640.99,14,0,1,1,0
15568982,2,2026-02-28,26,2806.62,9,0,1,1,0
15568982,3,2026-03-31,19,2549.93,11,0,1,0,0
15568982,4,2026-04-30,17,605.66,12,0,0,1,0
15568982,5,2026-05-31,16,814.09,11,0,1,1,0
15568982,6,2026-06-30,17,2247.97,12,0,0,1,0
15577657,1,2026-01-31,19,1881.53,17,1,1,1,0
15577657,2,2026-02-28,18,1026.6,10,0,0,1,0
15577657,3,2026-03-31,15,537.68,8,0,0,0,0
15577657,4,2026-04-30,19,2758.43,12,0,0,1,1
15577657,5,2026-05-31,19,2563.99,9,0,0,0,1
15577657,6,2026-06-30,16,1943.49,11,0,1,1,0
15597945,1,2026-01-31,14,454.2,13,0,0,1,0
15597945,2,2026-02-28,12,907.99,14,1,0,0,0
15597945,3,2026-03-31,8,249.08,17,0,0,1,0
15597945,4,2026-04-30,10,1240.46,9,1,0,1,0
15597945,5,2026-05-31,12,1379.81,12,0,1,1,0
15597945,6,2026-06-30,7,227.98,11,0,1,0,1
15699309,1,2026-01-31,12,712.88,9,0,1,1,0
15699309,2,2026-02-28,15,1840.56,8,0,0,1,0
15699309,3,2026-03-31,12,813.35,6,0,0,1,0
15699309,4,2026-04-30,7,192.93,7,0,1,1,0
15699309,5,2026-05-31,10,678.09,7,0,1,1,0
15699309,6,2026-06-30,4,578.98,6,0,0,0,0
15725737,1,2026-01-31,16,1275.65,10,0,0,0,0
15725737,2,2026-02-28,25,2570.9,13,0,0,1,0
15725737,3,2026-03-31,18,457.51,6,0,1,0,0
15725737,4,2026-04-30,15,1810.57,14,0,0,1,0
15725737,5,2026-05-31,15,460.23,22,1,0,1,0
15725737,6,2026-06-30,19,1970.44,12,2,1,1,0
15625047,1,2026-01-31,21,2212.19,7,1,0,1,0
15625047,2,2026-02-28,14,639.4,17,0,1,0,1
15625047,3,2026-03-31,25,2953.89,12,1,1,1,0
15625047,4,2026-04-30,8,297.0,14,0,0,0,0
15625047,5,2026-05-31,18,1549.56,10,1,1,0,0
15625047,6,2026-06-30,17,885.16,7,1,0,0,0
15738191,1,2026-01-31,14,1706.5,12,1,1,1,1
15738191,2,2026-02-28,16,629.69,10,1,0,0,1
15738191,3,2026-03-31,19,1399.18,14,0,0,0,0
15738191,4,2026-04-30,19,1966.54,13,0,1,0,0
15738191,5,2026-05-31,23,690.4,5,1,1,1,0
15738191,6,2026-06-30,13,993.49,6,0,1,0,1
15736816,1,2026-01-31,20,2054.06,15,0,1,1,0
15736816,2,2026-02-28,19,1274.72,10,0,1,1,0
15736816,3,2026-03-31,15,2001.82,16,1,0,1,0
15736816,4,2026-04-30,21,1612.6,14,0,1,1,0
15736816,5,2026-05-31,10,566.84,9,1,0,0,0
15736816,6,2026-06-30,22,1834.45,17,0,0,1,1
15700772,1,2026-01-31,18,2552.16,9,1,1,1,0
15700772,2,2026-02-28,11,383.16,8,0,1,1,0
15700772,3,2026-03-31,12,1344.22,12,0,0,1,1
15700772,4,2026-04-30,10,1046.27,12,0,1,1,0
15700772,5,2026-05-31,13,697.07,8,1,0,0,1
15700772,6,2026-06-30,14,1101.26,12,0,0,1,0
15728693,1,2026-01-31,23,2779.08,21,0,0,0,0
15728693,2,2026-02-28,20,1429.52,18,0,1,0,0
15728693,3,2026-03-31,13,571.34,17,0,0,1,0
15728693,4,2026-04-30,20,831.48,17,0,0,1,0
15728693,5,2026-05-31,11,488.0,12,0,0,0,0
15728693,6,2026-06-30,16,2042.76,10,1,0,1,0
15656300,1,2026-01-31,16,1877.56,14,0,1,1,1
15656300,2,2026-02-28,20,2158.06,10,0,0,0,0
15656300,3,2026-03-31,23,2382.22,14,0,0,1,0
15656300,4,2026-04-30,22,1184.42,17,0,0,1,0
15656300,5,2026-05-31,23,1597.4,24,0,0,0,1
15656300,6,2026-06-30,15,869.83,15,2,1,1,1
15589475,1,2026-01-31,4,391.15,9,1,1,0,0
15589475,2,2026-02-28,6,574.59,10,2,0,1,0
15589475,3,2026-03-31,12,1257.47,9,0,0,0,0
15589475,4,2026-04-30,6,125.98,2,0,1,1,0
15589475,5,2026-05-31,7,935.54,6,1,1,1,0
15589475,6,2026-06-30,5,267.44,3,0,0,1,0
15706552,1,2026-01-31,17,496.93,6,1,1,1,0
15706552,2,2026-02-28,25,3339.52,14,1,0,1,0
15706552,3,2026-03-31,17,1414.06,13,0,0,1,0
15706552,4,2026-04-30,20,2200.48,11,0,0,0,0
15706552,5,2026-05-31,17,1626.66,11,1,0,1,0
15706552,6,2026-06-30,13,844.53,8,0,1,1,0
15750181,1,2026-01-31,9,972.23,13,0,1,1,0
15750181,2,2026-02-28,6,141.48,11,0,0,1,0
15750181,3,2026-03-31,13,748.82,17,1,1,1,1
15750181,4,2026-04-30,18,1262.1,10,0,0,1,0
15750181,5,2026-05-31,14,830.25,9,0,0,1,1
15750181,6,2026-06-30,10,954.61,7,0,0,1,1
15659428,1,2026-01-31,24,2256.46,13,0,0,1,0
15659428,2,2026-02-28,25,2233.51,17,1,1,1,1
15659428,3,2026-03-31,27,2163.99,16,0,0,1,0
15659428,4,2026-04-30,16,1344.04,13,1,1,0,0
15659428,5,2026-05-31,28,957.72,16,2,1,1,0
15659428,6,2026-06-30,20,2200.58,7,0,1,1,0
15732963,1,2026-01-31,28,4192.07,10,1,1,1,0
15732963,2,2026-02-28,22,2631.09,16,0,0,1,0
15732963,3,2026-03-31,17,1110.89,7,1,1,1,0
15732963,4,2026-04-30,10,1232.87,14,0,0,1,0
15732963,5,2026-05-31,15,2111.99,11,0,0,1,0
15732963,6,2026-06-30,16,575.68,17,0,0,1,0
15794171,1,2026-01-31,9,916.58,9,1,0,0,0
15794171,2,2026-02-28,4,132.98,9,1,1,0,0
15794171,3,2026-03-31,9,375.34,13,4,0,0,0
15794171,4,2026-04-30,5,235.77,11,2,0,1,0
15794171,5,2026-05-31,6,406.87,5,1,0,1,0
15794171,6,2026-06-30,4,321.33,9,2,0,1,0
15788448,1,2026-01-31,22,1435.55,11,0,1,0,1
15788448,2,2026-02-28,17,1009.44,5,0,0,0,0
15788448,3,2026-03-31,29,1958.62,9,0,1,0,0
15788448,4,2026-04-30,13,1334.76,11,0,0,0,0
15788448,5,2026-05-31,18,2016.07,5,0,1,1,0
15788448,6,2026-06-30,28,1440.49,12,0,0,0,0
15729599,1,2026-01-31,19,488.43,8,0,0,0,1
15729599,2,2026-02-28,15,1457.44,6,1,1,0,1
15729599,3,2026-03-31,29,4264.45,15,0,1,1,0
15729599,4,2026-04-30,20,1869.22,15,0,0,1,1
15729599,5,2026-05-31,14,684.18,10,1,0,1,0
15729599,6,2026-06-30,20,1151.1,11,1,1,1,0
15717426,1,2026-01-31,27,1793.5,15,0,0,1,0
15717426,2,2026-02-28,14,465.28,12,0,0,1,1
15717426,3,2026-03-31,19,1812.82,12,0,0,0,1
15717426,4,2026-04-30,24,2914.74,12,0,0,1,0
15717426,5,2026-05-31,23,672.76,12,2,1,0,0
15717426,6,2026-06-30,13,1171.07,10,0,0,0,0
15585768,1,2026-01-31,17,460.74,23,0,0,1,0
15585768,2,2026-02-28,14,1630.25,16,0,0,0,1
15585768,3,2026-03-31,13,1784.28,15,0,1,1,0
15585768,4,2026-04-30,21,2551.12,4,0,0,0,0
15585768,5,2026-05-31,12,1033.87,11,1,1,1,1
15585768,6,2026-06-30,20,2640.4,9,0,0,1,1
15619360,1,2026-01-31,12,1717.46,12,0,1,0,0
15619360,2,2026-02-28,19,960.38,14,0,1,1,0
15619360,3,2026-03-31,10,371.23,16,0,0,0,0
15619360,4,2026-04-30,13,1316.04,13,1,1,1,0
15619360,5,2026-05-31,8,527.08,13,1,0,0,0
15619360,6,2026-06-30,9,568.97,5,1,1,1,0
