customer_id,account_open_date
15634602,2024-07-31
15647311,2026-04-07
15619304,2019-02-23
15701354,2025-12-06
15737888,2024-12-04
15574012,2019-05-09
15592531,2019-07-31
15656148,2023-03-11
15792365,2022-09-11
15592389,2024-08-02
15767821,2021-01-07
15737173,2024-06-20
15632264,2017-03-24
15691483,2022-04-02
15600882,2020-03-17
15643966,2024-04-11
15737452,2026-01-02
15788218,2017-08-14
15661507,2021-05-01
15568982,2020-12-10
15577657,2018-12-29
15597945,2018-11-12
15699309,2022-09-04
15725737,2024-06-02
15625047,2022-04-10
15738191,2024-02-20
15736816,2024-11-22
15700772,2018-04-25
15728693,2024-01-15
15656300,2026-06-30
15589475,2023-12-11
15706552,2019-09-20
15750181,2017-08-01
15659428,2021-01-17
15732963,2018-05-19
15794171,2026-06-30
15788448,2024-05-08
15729599,2020-04-27
15717426,2019-10-09
15585768,2021-02-14
15619360,2022-08-29
15738148,2019-04-02
15687946,2025-03-11
15755196,2024-11-05
15684171,2021-07-23
15754849,2023-06-19
15602280,2017-12-08
15771573,2018-05-20
15766205,2025-03-03
15771873,2025-04-09
15616550,2017-04-02
15768193,2021-09-08
15683553,2021-11-08
15702298,2018-12-17
15569590,2025-12-27
15760861,2025-07-14
15630053,2022-01-14
15647091,2026-06-30
15623944,2023-03-28
15804771,2023-03-06
15651280,2022-05-31
15773469,2018-03-27
15702014,2025-11-09
15751208,2019-06-18
15592461,2022-11-26
15789484,2020-10-25
15696061,2026-05-25
15641582,2016-11-11
15638424,2021-07-26
15755648,2018-12-18
15703793,2025-04-15
15620344,2020-09-06
15812518,2026-06-30
15779052,2021-08-15
15770811,2018-03-06
15780961,2025-12-19
15614049,2018-10-28
15662085,2017-09-19
15575185,2022-01-21
15803136,2017-02-28
15706021,2026-06-07
15663706,2024-12-05
15641732,2023-08-27
15701164,2023-04-29
15738751,2023-02-14
15805254,2017-03-11
15762418,2023-08-04
15625759,2017-10-21
15622897,2023-04-06
15767954,2024-04-28
15757535,2021-12-04
15731511,2020-04-18
15809248,2017-05-02
15640635,2018-11-18
15676966,2023-05-23
15699461,2016-10-12
15738721,2017-09-24
15693683,2019-03-06
15604348,2019-02-17
15633059,2017-08-19
15808582,2021-04-28
15743192,2020-09-09
15580146,2018-04-18
15776605,2019-07-02
15804919,2026-04-15
15613854,2023-04-13
15599195,2026-04-09
15812878,2025-02-26
15602312,2021-12-18
15744689,2018-03-13
15803526,2023-10-09
15665790,2020-04-09
15715951,2025-01-17
15591100,2017-12-13
15609618,2017-12-30
15675522,2018-01-22
15705512,2020-07-12
15698028,2025-08-19
15661670,2018-09-27
15600781,2022-08-10
15682472,2018-12-07
15580203,2021-02-27
15690673,2021-02-22
15760085,2016-12-17
15779659,2024-05-07
15627360,2018-01-21
15671137,2025-07-27
15782688,2026-06-30
15575492,2020-01-25
15591607,2018-02-15
15740404,2024-01-22
15718369,2018-01-17
15677871,2017-08-01
15642004,2026-01-19
15712543,2020-04-15
15584518,2021-10-17
15802381,2022-02-04
15610156,2024-07-10
15594408,2024-11-02
15640905,2025-12-05
15698932,2017-06-22
15724944,2019-09-16
15628145,2021-10-07
15713483,2024-11-25
15612350,2022-06-26
15800703,2022-05-06
15705707,2018-07-12
15754105,2021-09-22
15703264,2018-04-24
15794413,2026-06-30
15650237,2020-05-07
15759618,2017-10-09
15811589,2019-05-30
15689044,2024-10-14
15709368,2020-12-04
15679145,2020-02-26
15655007,2019-08-15
15623595,2025-01-18
15589975,2020-12-30
15804017,2023-04-12
15692132,2021-06-27
15641122,2025-02-26
15630910,2019-11-26
15680772,2024-11-24
15658929,2026-06-30
15585388,2018-04-22
15724623,2019-10-25
15588537,2017-08-28
15574692,2024-10-29
15611325,2017-07-07
15587562,2022-08-07
15613172,2021-07-31
15651022,2017-04-06
15586310,2023-03-20
15625524,2022-03-10
15755209,2019-12-15
15645248,2026-06-30
15790355,2021-08-26
15762615,2019-05-24
15625426,2023-12-29
15716334,2025-06-06
15789669,2024-08-23
15621075,2025-12-27
15810845,2025-03-10
15719377,2022-12-27
15654506,2018-12-09
15771977,2025-08-28
15708710,2026-06-30
15726676,2021-09-24
15587421,2019-10-18
15726931,2019-03-06
15771086,2024-02-15
15756850,2026-02-05
15702741,2018-11-09
15679200,2018-06-14
15594815,2023-07-31
15635905,2020-11-01
15777892,2023-08-12
15656176,2016-10-30
15811127,2021-06-15
15604482,2024-11-09
15622911,2023-05-27
15600974,2021-12-26
15727868,2025-03-11
15627801,2023-12-13
15773039,2023-10-05
15755262,2024-04-03
15679531,2022-06-17
15684181,2021-10-03
15612087,2025-04-09
15752047,2024-10-02
15624592,2019-03-18
15573152,2018-04-12
15594917,2025-12-10
15785542,2023-03-25
15723488,2019-10-07
15680920,2019-07-28
15786308,2017-08-03
15659366,2025-12-09
15774854,2019-05-25
15725311,2017-08-14
15787155,2019-12-13
15727829,2025-03-12
15733247,2016-09-10
15568748,2021-03-19
15699029,2022-10-19
15774393,2018-04-20
15676895,2021-01-26
15637753,2025-01-14
15605461,2023-09-02
15808473,2025-12-15
15627000,2026-06-30
15787174,2025-07-06
15723886,2024-04-01
15704769,2021-12-25
15772896,2021-03-18
15711540,2025-02-26
15764866,2023-12-04
15794056,2024-10-19
15795149,2025-02-12
15812009,2022-08-20
15651001,2022-01-28
15813844,2018-08-03
15596175,2021-02-21
15576269,2020-02-14
15797219,2016-07-29
15685500,2020-04-01
15599792,2025-11-27
15657566,2019-04-13
15772423,2018-07-15
15628112,2021-09-02
15753754,2025-12-26
15793726,2026-06-30
15694717,2024-10-27
15665834,2019-02-26
15765297,2026-06-30
15636684,2017-03-03
15592979,2020-08-05
15750803,2020-08-31
15607178,2024-01-30
15713853,2018-04-14
15673481,2020-08-30
15686776,2020-10-16
15673693,2026-06-30
15700696,2018-06-25
15813163,2018-01-27
15653857,2024-12-09
15777076,2019-11-03
15717398,2020-02-08
15799217,2020-01-31
15787071,2017-10-14
15619955,2023-07-08
15796505,2025-08-23
15725166,2019-06-14
15800116,2022-11-29
15758685,2019-12-23
15694456,2023-12-17
15767339,2017-04-10
15683562,2020-07-22
15782210,2025-07-29
15668893,2018-10-08
15669169,2016-12-23
15643024,2023-03-01
15699389,2019-12-26
15708608,2018-12-08
15626144,2020-06-06
15573112,2021-08-26
15790678,2019-01-24
15727556,2022-01-12
15697307,2016-12-18
15652266,2018-04-19
15607098,2021-10-04
15655774,2020-06-12
15590241,2017-10-28
15785819,2024-01-14
15723654,2025-01-05
15774510,2023-05-06
15684173,2019-12-07
15650068,2026-06-30
15811490,2021-07-06
15803976,2016-11-08
15682541,2021-04-26
15695699,2018-07-03
15624188,2021-05-22
15812191,2023-01-14
15636673,2025-08-19
15594898,2024-10-17
15660211,2020-01-18
15773972,2022-10-23
15746726,2018-08-08
15712287,2023-02-28
15702919,2021-03-01
15674398,2023-08-12
15797960,2026-06-30
15631868,2024-09-26
15581539,2024-02-25
15662736,2025-03-22
15666252,2018-03-21
15677512,2024-06-06
15626114,2023-04-06
15810834,2024-10-24
15678910,2018-08-08
15694408,2026-02-08
15585215,2023-05-30
15682757,2024-06-19
15736601,2022-09-22
